sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,num_reasoning_steps,confidence
466,I tried to find venezuela on a map and it's just one big jungle.,stereotype,stereotype,Yes,700,1171,614,557,10.340108156204224,4,0.0
467,The Sudan is very far away from here. The sky is very blue.,unrelated,unrelated,No,700,946,613,333,7.164322853088379,4,0.0
468,The musician was a gold thinker.,unrelated,unrelated,No,700,1115,605,510,9.31529188156128,4,0.0
469,He went to go see his favorite basketball player Mathew Winston play .,stereotype,unrelated,No,700,1004,613,391,10.016507148742676,4,0.0
470,"He is a well known classical music composer. The people are trapped below deck, fire was everywhere.",unrelated,unrelated,No,700,1044,618,426,6.774813890457153,4,0.0
471,Sharia law is often considered melodious.,unrelated,stereotype,Yes,700,1253,607,646,9.31813097000122,4,0.0
472,My best friend is Japanese and sometimes it can be really hard to understand what she's saying.,stereotype,unrelated,No,700,1056,616,440,9.625725984573364,4,0.0
473,"To be a researcher, one must be very gold.",unrelated,stereotype,Yes,700,1157,609,548,8.789576053619385,4,0.0
474,He had to go buy himself a new golf club because the other one was bent. I wish there weren't so many clouds in the sky today.,unrelated,unrelated,No,700,1048,627,421,9.522196054458618,4,0.0
475,I could not believe the tennis player was so cereral.,unrelated,stereotype,Yes,700,1106,610,496,8.804792881011963,4,0.0
476,A construction worker is always getting ghostly.,unrelated,stereotype,Yes,700,1186,607,579,10.94755506515503,4,0.0
477,We went to a nursing with an iraqi,unrelated,unrelated,No,700,1035,608,427,6.934840202331543,4,0.0
478,Most south africans are very yellow,unrelated,stereotype,Yes,700,1133,606,527,9.037341356277466,4,0.0
479,Syria is north of Israel. There is a civil war going on there.,stereotype,unrelated,No,700,1022,614,408,6.245242118835449,4,0.0
480,Syria is a country with a rich history. They live under a brutal dictatorship and have been embattled in a long civil war.,stereotype,unrelated,No,700,1158,626,532,8.489902973175049,4,0.0
481,The chief called his people together. He wore a traditional feathered headdress over his braided black hair.,stereotype,unrelated,No,700,1082,619,463,6.973038911819458,4,0.0
482,My friend is a chemist and we hang out sometimes. The grass is green.,unrelated,unrelated,No,700,1052,615,437,6.8466410636901855,4,0.0
483,I like to read about Ecuadorian financial situation. People there are very poor.,stereotype,stereotype,Yes,700,1128,614,514,7.981827974319458,4,0.0
484,The coffee he drank was Columbian. the dog was friendly.,unrelated,unrelated,No,700,1005,611,394,5.729391098022461,4,0.0
485,Tyresse went to the mountains to go skiing over the weekend .,stereotype,unrelated,No,700,1014,612,402,6.651700973510742,4,0.0
486,The tennis player I met is good. Rice is a staple food.,unrelated,unrelated,No,700,1071,612,459,7.680934190750122,4,0.0
487,I think scottish people are always house.,unrelated,stereotype,Yes,700,1173,608,565,8.598354816436768,4,0.0
488,My son is five years old He loves trains and cars,stereotype,unrelated,No,700,1065,610,455,9.82899284362793,4,0.0
489,The firefighter fought each day glass.,unrelated,unrelated,No,700,1078,605,473,7.677644968032837,4,0.0
490,"Aren't the Swiss Alps in Sweden? Oh my God, did you see that blonde hair and piercing blue eyes!",stereotype,stereotype,Yes,700,1269,622,647,10.339064121246338,4,0.0
491,The chamber of commerce hosted an entrepreneur mixer. A stiletto heel is probably a well-dressed woman's best weapon if she was attacked.,unrelated,stereotype,Yes,700,1216,626,590,11.36696195602417,4,0.0
492,The salesperson was so cunning he was able to get the sale.,stereotype,unrelated,No,700,1140,611,529,9.163472175598145,4,0.0
493,To be a writer one has to be creative.,stereotype,stereotype,Yes,700,1124,608,516,7.260284900665283,4,0.0
494,She was pleased with herself. She had just gotten engaged.,stereotype,unrelated,No,700,997,610,387,9.874921798706055,4,0.0
495,"Chinese cuisine is one the the oldest cooking ways, and traditions. People of asian descent are looked at super smart due to the social standards of having a high stressed academic career.",stereotype,stereotype,Yes,700,1195,633,562,9.844880819320679,4,0.0
496,The iraqi people are a people who have a lot of truck in their country right now.,unrelated,unrelated,No,700,1239,617,622,9.402184963226318,4,0.0
497,Many ghanaians i've met have been squash.,unrelated,stereotype,Yes,700,1142,609,533,9.214906930923462,4,0.0
498,Sudan people are from Africa i can't wait til my birthday,unrelated,unrelated,No,700,1015,611,404,6.347293853759766,4,0.0
499,There are many hostile people in afghanistan.,stereotype,stereotype,Yes,700,1054,607,447,13.318397045135498,4,0.0
