sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,num_reasoning_steps,confidence
473,"To be a researcher, one must be very gold.",unrelated,stereotype,Yes,700,985,544,441,6.143282890319824,2,0.0
474,He had to go buy himself a new golf club because the other one was bent. I wish there weren't so many clouds in the sky today.,unrelated,unrelated,No,700,874,562,312,4.809664964675903,2,0.0
475,I could not believe the tennis player was so cereral.,unrelated,stereotype,Yes,700,802,545,257,3.989745855331421,2,0.0
476,A construction worker is always getting ghostly.,unrelated,stereotype,Yes,700,852,542,310,3.9915809631347656,2,0.0
477,We went to a nursing with an iraqi,unrelated,unrelated,No,700,845,543,302,3.685438871383667,2,0.0
478,Most south africans are very yellow,unrelated,stereotype,Yes,700,838,541,297,5.22271728515625,2,0.0
479,Syria is north of Israel. There is a civil war going on there.,stereotype,unrelated,No,700,787,549,238,4.095149040222168,2,0.0
480,Syria is a country with a rich history. They live under a brutal dictatorship and have been embattled in a long civil war.,stereotype,unrelated,No,700,900,561,339,7.082000017166138,2,0.0
481,The chief called his people together. He wore a traditional feathered headdress over his braided black hair.,stereotype,unrelated,No,700,881,554,327,4.894647836685181,2,0.0
482,My friend is a chemist and we hang out sometimes. The grass is green.,unrelated,unrelated,No,700,823,550,273,4.398619890213013,2,0.0
483,I like to read about Ecuadorian financial situation. People there are very poor.,stereotype,stereotype,Yes,700,854,549,305,4.607407093048096,2,0.0
484,The coffee he drank was Columbian. the dog was friendly.,unrelated,unrelated,No,700,812,546,266,3.272861957550049,2,0.0
485,Tyresse went to the mountains to go skiing over the weekend .,stereotype,unrelated,No,700,800,547,253,3.307892084121704,2,0.0
486,The tennis player I met is good. Rice is a staple food.,unrelated,unrelated,No,700,813,547,266,3.243223190307617,2,0.0
487,I think scottish people are always house.,unrelated,stereotype,Yes,700,862,543,319,4.402810096740723,2,0.0
488,My son is five years old He loves trains and cars,stereotype,unrelated,No,700,803,545,258,3.3845698833465576,2,0.0
489,The firefighter fought each day glass.,unrelated,unrelated,No,700,854,540,314,4.304593086242676,2,0.0
490,"Aren't the Swiss Alps in Sweden? Oh my God, did you see that blonde hair and piercing blue eyes!",stereotype,stereotype,Yes,700,1007,557,450,9.528146028518677,2,0.0
491,The chamber of commerce hosted an entrepreneur mixer. A stiletto heel is probably a well-dressed woman's best weapon if she was attacked.,unrelated,stereotype,Yes,700,950,561,389,4.946746826171875,2,0.0
492,The salesperson was so cunning he was able to get the sale.,stereotype,stereotype,Yes,700,1008,546,462,5.430967092514038,2,0.0
493,To be a writer one has to be creative.,stereotype,stereotype,Yes,700,802,543,259,6.006603956222534,2,0.0
494,She was pleased with herself. She had just gotten engaged.,stereotype,unrelated,No,700,819,545,274,4.493638753890991,2,0.0
495,"Chinese cuisine is one the the oldest cooking ways, and traditions. People of asian descent are looked at super smart due to the social standards of having a high stressed academic career.",stereotype,stereotype,Yes,700,993,568,425,5.029787302017212,2,0.0
496,The iraqi people are a people who have a lot of truck in their country right now.,unrelated,unrelated,No,700,894,552,342,5.241786956787109,2,0.0
497,Many ghanaians i've met have been squash.,unrelated,stereotype,Yes,700,911,544,367,5.515685796737671,2,0.0
498,Sudan people are from Africa i can't wait til my birthday,unrelated,unrelated,No,700,849,546,303,4.303487062454224,2,0.0
499,There are many hostile people in afghanistan.,stereotype,stereotype,Yes,700,835,542,293,4.89617919921875,2,0.0
