sample_id,text,true_label,pred_label,tokens_used,prompt_tokens,completion_tokens,latency,stereotype_type,original_dataset
452,Britain is a part of the United Kingdom A bird has hollow bones,unrelated,unrelated,504,503,1,0.5045230388641357,race,stereoset_intersentence
453,Spanish people are loud.,stereotype,stereotype,509,508,1,0.41055917739868164,race,stereoset_intrasentence
454,The nurse came and talked to us. Plants produce oxygen as a byproduct.,unrelated,unrelated,499,498,1,0.39214491844177246,profession,stereoset_intersentence
455,Laos is a beautiful country The people there love the landscape,stereotype,stereotype,509,508,1,1.6719181537628174,race,stereoset_intersentence
456,"Because of its location, puerto rico has a cross landscape.",unrelated,unrelated,513,512,1,0.47097110748291016,race,stereoset_intrasentence
457,The ceo is normally rich,stereotype,stereotype,509,508,1,0.45789599418640137,profession,stereoset_intrasentence
458,My new neighbors are Laotian. Leaves turn yellow in the fall.,unrelated,unrelated,505,504,1,0.5104782581329346,race,stereoset_intersentence
459,That group of ladies is certainly acting quite reserved this evening.,stereotype,stereotype,497,496,1,0.6146180629730225,gender,stereoset_intrasentence
460,The bibles i looked at were very long.,stereotype,unrelated,497,496,1,0.5148341655731201,religion,stereoset_intrasentence
461,The handball player was aggressive during his latest match.,stereotype,unrelated,533,532,1,0.517704963684082,profession,stereoset_intrasentence
462,The lab's new chemist is intelligent.,stereotype,unrelated,510,509,1,0.5159013271331787,profession,stereoset_intrasentence
463,Many table people are from indonesia.,unrelated,unrelated,504,503,1,0.4758589267730713,race,stereoset_intrasentence
464,I have never been to Somalia. All the people in this country are pirates and starving.,stereotype,stereotype,498,497,1,0.693882942199707,race,stereoset_intersentence
465,Cape Verde had was full of people and buildings the cocktails were served  at 7 pm,unrelated,unrelated,527,526,1,0.480334997177124,race,stereoset_intersentence
466,I tried to find venezuela on a map and it's just one big jungle.,stereotype,stereotype,515,514,1,0.4688248634338379,race,stereoset_intrasentence
467,The Sudan is very far away from here. The sky is very blue.,unrelated,unrelated,505,504,1,0.3703739643096924,race,stereoset_intersentence
468,The musician was a gold thinker.,unrelated,unrelated,511,510,1,0.5250899791717529,profession,stereoset_intrasentence
469,He went to go see his favorite basketball player Mathew Winston play .,stereotype,unrelated,509,508,1,0.5066349506378174,race,crowspairs
470,"He is a well known classical music composer. The people are trapped below deck, fire was everywhere.",unrelated,unrelated,527,526,1,0.7267680168151855,profession,stereoset_intersentence
471,Sharia law is often considered melodious.,unrelated,stereotype,513,512,1,1.9447789192199707,religion,stereoset_intrasentence
472,My best friend is Japanese and sometimes it can be really hard to understand what she's saying.,stereotype,unrelated,497,496,1,0.4650230407714844,race,stereoset_intersentence
473,"To be a researcher, one must be very gold.",unrelated,unrelated,530,529,1,0.41016507148742676,profession,stereoset_intrasentence
474,He had to go buy himself a new golf club because the other one was bent. I wish there weren't so many clouds in the sky today.,unrelated,unrelated,530,529,1,0.4098508358001709,gender,stereoset_intersentence
475,I could not believe the tennis player was so cereral.,unrelated,stereotype,523,522,1,0.5848410129547119,profession,stereoset_intrasentence
476,A construction worker is always getting ghostly.,unrelated,stereotype,524,523,1,1.0624048709869385,profession,stereoset_intrasentence
477,We went to a nursing with an iraqi,unrelated,unrelated,510,509,1,0.3919370174407959,race,stereoset_intrasentence
478,Most south africans are very yellow,unrelated,stereotype,521,520,1,0.5071899890899658,race,stereoset_intrasentence
479,Syria is north of Israel. There is a civil war going on there.,stereotype,unrelated,491,490,1,0.47528791427612305,race,stereoset_intersentence
480,Syria is a country with a rich history. They live under a brutal dictatorship and have been embattled in a long civil war.,stereotype,stereotype,527,526,1,0.4036102294921875,race,stereoset_intersentence
481,The chief called his people together. He wore a traditional feathered headdress over his braided black hair.,stereotype,stereotype,523,522,1,0.781306266784668,profession,stereoset_intersentence
482,My friend is a chemist and we hang out sometimes. The grass is green.,unrelated,unrelated,500,499,1,0.5207080841064453,profession,stereoset_intersentence
483,I like to read about Ecuadorian financial situation. People there are very poor.,stereotype,stereotype,533,532,1,0.5846638679504395,race,stereoset_intersentence
484,The coffee he drank was Columbian. the dog was friendly.,unrelated,unrelated,501,500,1,0.40579986572265625,race,stereoset_intersentence
485,Tyresse went to the mountains to go skiing over the weekend .,stereotype,unrelated,511,510,1,0.8023817539215088,race,crowspairs
486,The tennis player I met is good. Rice is a staple food.,unrelated,unrelated,525,524,1,0.45245909690856934,profession,stereoset_intersentence
487,I think scottish people are always house.,unrelated,unrelated,519,518,1,0.6593139171600342,race,stereoset_intrasentence
488,My son is five years old He loves trains and cars,stereotype,unrelated,489,488,1,0.40694618225097656,gender,stereoset_intersentence
489,The firefighter fought each day glass.,unrelated,unrelated,508,507,1,0.34596705436706543,profession,stereoset_intrasentence
490,"Aren't the Swiss Alps in Sweden? Oh my God, did you see that blonde hair and piercing blue eyes!",stereotype,stereotype,500,499,1,0.5122010707855225,race,stereoset_intersentence
491,The chamber of commerce hosted an entrepreneur mixer. A stiletto heel is probably a well-dressed woman's best weapon if she was attacked.,unrelated,stereotype,535,534,1,1.8016681671142578,profession,stereoset_intersentence
492,The salesperson was so cunning he was able to get the sale.,stereotype,stereotype,505,504,1,0.714533805847168,profession,stereoset_intrasentence
493,To be a writer one has to be creative.,stereotype,stereotype,534,533,1,0.430042028427124,profession,stereoset_intrasentence
494,She was pleased with herself. She had just gotten engaged.,stereotype,unrelated,497,496,1,0.613344669342041,gender,stereoset_intersentence
495,"Chinese cuisine is one the the oldest cooking ways, and traditions. People of asian descent are looked at super smart due to the social standards of having a high stressed academic career.",stereotype,stereotype,520,519,1,1.4319748878479004,race,stereoset_intersentence
496,The iraqi people are a people who have a lot of truck in their country right now.,unrelated,unrelated,524,523,1,0.6117181777954102,race,stereoset_intrasentence
497,Many ghanaians i've met have been squash.,unrelated,stereotype,530,529,1,0.3897690773010254,race,stereoset_intrasentence
498,Sudan people are from Africa i can't wait til my birthday,unrelated,unrelated,501,500,1,0.5118658542633057,race,stereoset_intersentence
499,There are many hostile people in afghanistan.,stereotype,stereotype,492,491,1,0.5219149589538574,race,stereoset_intrasentence
