sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,technique,vulnerability
280,"Person1: I didn't mean to hurt you.
Person2: Shhhhhh. Now I have your disease.
Person1: You what?
Person2: You put your disease in me. Your semen. It's hot and full of disease.
Person1: There's no disease, I can tell you.
Person2: Men are crazy. Then they put their craziness into me. Then it makes me crazy. Then they aren't so crazy for awhile. Then they put their craziness in me again.  It's burning me, but I love you. I do, I do. Did you know that? Did you know that I love you?
Person1: I'm glad you do.
Person2: There's so much I want to tell you. I'm in so much darkness though with things moving. There is darkness sucking me. It's kissing me and darkness is entering me. In every hole. It's opening me to a death.
Person1: Dorothy. No!
Person2: If I die, then they'll be free. It's getting late, isn't it? I can tell, it's a cold feeling when it's late. It's warm then it gets cold. Jeffrey. I feel it getting cold.
Person1: You called me Jeffrey.
Person2: I did. Are you?
Person1: Yes.
Person2: Why are you here?  HMMMMMMMM!!!! OK.
Person1: No. Not really.  But also because I really want you to be alright.",1,1,300,531,530,1,0.7177338600158691,,
281,"Person1: Did Regan know a priest was coming over?
Person2: No.
Person1: Did you know my mother died recently?
Person2: Yes I did, I'm sorry.
Person1: No, is Regan aware of it?
Person2: Not at all. Why d'you ask?
Person1: It's not important good night.",0,0,300,308,307,1,0.40491604804992676,,
282,"Person1: She's working as fast as she can, Icarus.  It will be ready soon.
Person2: It's ready now, I know it is.
Person1: She says it's not.
Person2: She's lying.  She lost the first one on purpose.
Person1: She did not.  The mouse ran down the drain.
Person2: She let it escape because she wants me to die.
Person1: Don't be a child, Icarus.  She is just another scientist and like all scientists, she doesn't care about anything outside the world of the laboratory.",1,1,300,356,355,1,0.5100753307342529,"Rationalization,Persuasion or Seduction",
283,"Person1: Gallatin! So the righteous Starfleet Captain finally released you. Did you encounter any problems on the surface?
Person2: No, sir. But it wasn't easy... being among them...
Person1: I'm sure. Just don't forget what they did to us.  We'll have them rounded up in a day or two... we needn't bother with the Federation holo-ship any more. Just get the holding cells ready.",1,1,300,323,322,1,0.40439295768737793,Persuasion or Seduction,
284,"Person1: Inflamed joints -- Walkin' in an' out of a freezer carryin' meat plays hell on the joints.
Person2: Maybe ya should see a doctor.
Person1: I don't need a doctor, I need a different job.
Person2: Maybe another job is the best thing.
Person1: Do me a favor -- Talk to Gazzo. Tell him I'm a friend an' would do a good job... Tell him I ain't bothered by nothin' an' would be a great collector... Bustin' bones don't bother me -- Tell him I'm a good worker.
Person2: Gazzo's gotta come to you.
Person1: I'm askin' ya to go to him -- As a favor.
Person2: Gazzo's gotta come to you -- Hey, Paulie, it's a bad job -- Do what you do now.",1,0,300,411,410,1,0.617656946182251,,
285,"Person1: Nay, Oona, tis not possible.
Person2: A faerie's love makes anything possible.
Person1: I'm promised to another!
Person2: What shape I take matters not.  Long you for another?  I'll give you your heart's desire.",1,1,300,292,291,1,0.6122698783874512,Persuasion or Seduction,
286,"Person1: He likes it.
Person2: Of course he does.  What about you? Have you just never had one with Kevin -- or have you never had one, period?
Person1: I think I've had one.
Person2: Well that's a no.  No wonder you're not psyched about sex.  You've never even had one manually?
Person1: ...I've never tried it.
Person2: Are you kidding?  You've never double- clicked your mouse?",0,1,300,332,331,1,0.5109989643096924,,
287,"Person1: Most guys we ran through this either took off or helped them rob the place. I expected you to do the same.
Person2: That shows me already that you don't have a clue. What's it to you, anyway?
Person1: Whether you thought this was for real or not, you jumped in and helped the waitress on instinct. That tells me something about your character.
Person2: Good for you. Now why don't you stop wasting my time and tell me what you want. You didn't go through all this for my benefit.
Person1: It's your lucky day. You just might get the chance to pay back our wonderful country for all the freedom you enjoy.
Person2: A Fed, I shoulda known. Who else would have this kind of budget? Now you're gonna hit me with the sales pitch.
Person1: Alright, Cage, you've got me. This is one of those moments. ""Many are called, few are chosen"", that kind of thing. Your government needs you. Are you up for the challenge?
Person2: ..If you're trolling around for narcs, man, have you got the wrong guy.
Person1: Why is that?
Person2: Look at me, dude, do I look like a fan of law enforcement? Forget the tests, you shoulda just asked me. I woulda saved you a lot of trouble.
Person1: Oh I don't know, I think the tests work pretty well. Sometimes they give me answers you wouldn't admit to in a million years.
Person2: Are we done now? You've got nothing on me. So if you ain't booking me, I'm walking.
Person1: You've got this wrong. You're not under arrest, you've been abducted. And until I say different, you belong to me.
Person2: Is that a fact?
Person1: Sure as gravity. I've had a feeling about you from the start, Cage. It's nausea.
Person2: You know what I hate? Any scumbag with a clean shirt and a bad haircut can get one of those tin stars and suddenly they think they're God.
Person1: You know what I hate? It's always the assholes that pass the tests.",1,1,300,683,682,1,1.0231330394744873,"Shaming or Belittlement,Persuasion or Seduction",
288,"Person1: Anne, come here. Listen
Person2: Look out for my lipstick, Stewart.
Person1: I'll tell you what. Let's you and me sneak out all by ourselves
Person2: Are you crazy?
Person1: Think of the fun we can have - we'll sneak down the back stairs and get in the valet's Ford. How's that?
Person2: Will you stop being silly, Stewart?
Person1: I'll tell you what let's do - I'll take you and introduce you to all my gang. Would you like that?
Person2: But I don't want to meet your gang.
Person1: I don't mean the newspaper fellows that you don't like. Another gang I know - you'd love them. They're writers and musicians and artists - a great crowd of people - people who do great things. People who are worthwhile.
Person2: Meaning, my friends aren't worthwhile, I suppose?
Person1: Oh, they're all right, Anne. But I
Person2: That's exactly what you mean. Heaven knows you've made that clear to me often enough. Well, I'm sick and tired of it. I've given you party after party - I've taken you to some of the best houses in this town - and introduced you to people of importance - and are you grateful? No! You insult them and act like a bore. I'm sick and tired of having to make excuses for you and the things that you've done. Perhaps it's just as well you're not coming tonight. Maybe I can enjoy myself for once without having to worry about you, and what you're going to do.",1,1,300,555,554,1,0.5100600719451904,"Shaming or Belittlement,Accusation",
289,"Person1: Thanks for the help.
Person2: After all you did on our farm?  You miss it, don't you Jesse?
Person1: The war? What, are you crazy?  There are things I miss about it.
Person2: It was exciting.
Person1: But it was a whole lot of killing. Why should we miss that?",1,0,300,309,308,1,0.5125241279602051,,
290,"Person1: I'magine they asked who you givin' it to, too.
Person2: They asked.
Person1: And what was your answer?
Person2: I said I wanted to talk to a lawyer.
Person1: You positive about that? You weren't nervous and let something slip by mistake? If you did, I ain't mad, I just gotta know.",1,1,300,311,310,1,0.4280061721801758,,
291,"Person1: What'd you fight, middleweight?
Person2: Light to super-middleweight, as my body developed.  You go about what, bantam?
Person1: Flyweight.
Person2: You know your divisions.  You like the fights?  Like the rough stuff?  Yeah, I bet you do.  Like to get down and tussle a little bit?  Like me and Tuffy, before she got run over, we use to get down on the floor and tussle.  I say to her, ""You a good dog, Tuffy, here's a treat for you.""  And I give Tuffy what every dog love best.  You know what that is? A bone.  I can give you a bone, too, girl.
Person1: You're not my type.
Person2: Don't matter.  I let the monster out, you gonna do what it wants.
Person1: Just a minute.",1,1,300,430,429,1,0.3863391876220703,Intimidation,
292,"Person1: I believe the marketing strategy you proposed is outdated. We should pivot to a more digital approach.
Person2: I've been in this field for over a decade, Kai. My methods have proven results.
Person1: Times change, and so should our strategies.
Person2: Challenge me, and you'll see the consequences. I've built this department from the ground up.
Person1: Progress requires adaptability, not just past successes. We should be open to new ideas.",1,1,300,331,330,1,0.7141690254211426,Intimidation,
293,"Person1: Okay, Pat, take it easy -- don't do anything reckless.
Person2: Who do you think you are making up that nonsense about me?!",1,0,300,267,266,1,0.6138689517974854,"Brandishing Anger,Accusation",
294,"Person1: Dude, somebody's on the rag.
Person2: Shhh!",0,0,300,252,251,1,0.509392261505127,,
295,"Person1: The questions Little Bill asked him... what sort of questions was they?
Person2: About where you an' him  was... an' where you was from... an' what your names was... an'...
Person1: What'd Ned say?
Person2: L-lies... at first. About how you was just passin' through and didn't kill nobody... an' Little Bill kept askin' questions, mixin' him up, catchin' lies... an' then he'd beat on Ned an' Ned would cry and lie some more an' then... then...
Person1: Then... what?
Person2: A cowboy come in sayin' you killed Quick Mike in the shit house at the Bar T...
Person1: An' Little Bill killed Ned for what I done?
Person2: Not on purpose. But he started hurtin' him worse... makin' him tell stuff. First ned wouldn't say nothin'... but Little Bill hurt him so bad he said who you was...",0,1,300,443,442,1,0.5115859508514404,,
296,"Person1: You, sister...
Person2: Look at the trouble you've caused. Now you know what Giang Hu life is really like.  If you think of me as your sister, let me give you some sisterly advice.  You can run from marriage, but not your parents.
Person1: They forced me to marry!
Person2: Go back to them first.  Then you can decide about Lo.
Person1: You know about Lo?
Person2: He really loves you.  Come back to Peking with me.  We'll find a solution.
Person1: Where is he now?
Person2: Li Mu Bai has made arrangements. He sent him to Wudan Mountain.
Person1: You're working together to set me up!  I'm leaving!
Person2: How dare you accuse us?  I always knew you had stolen the sword! I've done nothing but protect you and your family.  And you're repaid me with nothing but contempt.  Li Mu Bai himself spared you, and all you do is insult him.  We wanted some peace and you've ruined it all! You're no sister of mine!
Person1: What do I care?  You were never a real friend anyway.  But I wonder, how long could you last as my enemy?",1,1,300,497,496,1,0.5085129737854004,"Playing Servant Role,Accusation,Shaming or Belittlement",
297,"Person1: You women are crazy!
Person2: You got that right.",0,0,300,251,250,1,0.5093059539794922,,
298,"Person1: We could do it now, we can go upstairs.  ... Please, it's time for us. Come upstairs.
Person2: I like to watch.
Person1: Watch? You mean just watch me? Doing it alone?
Person2: Yes. I like to watch very much.
Person1: Well, if that's what you want, then I want it too.  We can go this way.
Person2: I want to tell Eve.
Person1: Tell Eve? You mean Mrs. Rand?
Person2: Yes.
Person1: Oh, you can tell her later. She'll never miss you in this crowd.",0,1,300,366,365,1,0.5127830505371094,,
299,"Person1: Goddamn you, girl! You've made me make a fool out of myself, damn your hide, but let me tell you I am standing at the pass of Thermopylae and I won't budge! The very idea, my own home with children in the house, to say nothing of my wife -- oh-h, you had better believe I am standing at Thermopylae, you little nut, you had better believe it! What are you, crazy? A man is supposed to be a fool like this, but a woman is supposed to have some control and sense! Are you a nitwit? What's the matter with you?
Person2: Oh-h, I'm sorry. I'm sorry, Mr. Hillyer... I just... couldn't help myself. I'm sorry...",1,1,300,396,395,1,0.6112720966339111,Brandishing Anger,Low self-esteem
300,"Person1: She lives here too?
Person2: Ahh, that's right, like one big happy family. This is Nick's room and uhh....
Person1: But...are you engaged or something?
Person2: Dating, seriously dating. You're thirsty, want something to drink? Sure you do, it's been a long trip.",0,0,300,304,303,1,0.5119259357452393,,
301,"Person1: There's ten grand in here. It's yours. I'm going to call you again. There's one more thing I need you to do.
Person2: What?
Person1: I'll tell you when it's time.",0,1,300,279,278,1,0.6132760047912598,,
302,"Person1: It's CICI! Cici's the name of the character she plays in the movie!
Person2: Very good. Now we play ROUND 2.
Person1: What?! But I did everything you said to do!
Person2: That's right. And you beat ROUND 1. Now we're taking the game to a whole new level.  Meet me beneath the Hollywood sign in ten minutes. I'll have your girlfriend. We'll be waiting.
Person1: What?!
Person2: Good bye Ben.",1,1,300,339,338,1,0.5095539093017578,Intimidation,
303,"Person1: But without your brothers.  Nor are you to return to Santo Domingo or any of the other colonies.  You may explore the continent.
Person2: Thank you.
Person1: There is one thing I'd like to understand... Why do you want to go back, after all this?
Person2: Your Majesty -- some men are content to read about things.  I must see them with my own eyes.  I cannot be other than I am.",0,0,300,330,329,1,0.40888094902038574,,
304,"Person1: And when I confronted him about his affair with Cecile he told me it was none of my business. Then when I said ""Well what about Ronald,"" he said you were nothing more than a stupid... the n word and that you deserved what you got...
Person2: And this happened before you and I hooked up?
Person1: It's been going on for a while.  Then he called me a disgrace to our family and that's when he hit me.
Person2: Racist piece of shit.
Person1: I'd be careful if I were you. God knows what he's up to.
Person2: He doesn't scare me. I'll kick his ass in.
Person1: Will you stay here for the night? You can leave in the morning. That's when my parents get back and --
Person2: Don't worry about it. I'll stay.",0,0,300,409,408,1,0.5109009742736816,,
305,"Person1: Wants to fix up her makeup, no doubt.
Person2: Is Looseleaf Harper alive?
Person1: Alive and hale.  He's throwing a little surprise party for his own family.  Is your mother often this unstable?  Penelope!
Person2: She's a real heavy sleeper sometimes.
Person1: Why don't you go to bed--son.
Person2: I can't take my eyes off you.
Person1: Tomorrow's another day. PAUL You know what my English literature teacher said about you?
Person1: Can't it keep till morning?
Person2: She said you were legendary.  I wrote a theme about you, and she said, ""Your father is a legendary hero out of the Golden Age of Heroes.""
Person1: That's nice.  You thank her for me. Go to bed and get lots of sleep, and then you thank her in the morning.
Person2: Tomorrow's Saturday.  Anyway, she's dead.
Person1: Penelope!
Person2: She was killed in the park two months ago--in the daytime.
Person1: Penelope!
Person2: She was on her way home from a meeting of the African Violet Society, and they got her.
Person1: Will you go to bed?
Person2: Yes sir.  If you can't wake Mom up, I've got double-decker bunks.
Person1: Scat!",0,1,300,520,519,1,0.5102479457855225,,
306,"Person1: It's a very nice letter. But I have to go with what's best for the students.
Person2: What does that mean?
Person1: I need someone to work on budget projections.
Person2: Office work?
Person1: Or, of course, you could take a sabbatical the rest of the year.",1,1,300,303,302,1,0.5121285915374756,Rationalization,
307,"Person1: You were gone for a while.
Person2: I went out to Delmar.
Person1: ) The track? Did you run into Lilly?
Person2: I saw her.
Person1: She didn't see you, in other words.
Person2: I'm not trying to make trouble, Roy. It's just, she's always so nasty to me, I thought, who is she to be so high and mighty. I saw her out there, and I called a friend of mine in Baltimore, so now I know who she is.
Person1: You must have some very knowledgeable friends.
Person2: I'm well connected, Roy, Cole introduced me to a lot of people. Very valuable. Valuable for us.
Person1: Running your broker scam, you mean.
Person2: You and me, Roy. What a team we'll make. We think alike; we get along together. Once or twice a year we take some slob, the rest of the time we live like this. You won't regret this, Roy.
Person1: Regret what? I didn't say I was coming aboard.
Person2: But why not? I thought it was settled. What's holding you back?
Person1: Come on, Myra, don't talk business here. This is time out.",1,1,300,496,495,1,0.4078090190887451,Persuasion or Seduction,
308,"Person1: Calm down. Tell me what's wrong.
Person2: Something awful happened last night.
Person1: What do you mean?!
Person2: I... I don't think you want to know.
Person1: Cecile, you have to tell me.
Person2: It involves your brother. He... took advantage of me.
Person1: Does your mother know?
Person2: If she knew, she'd kill me. It happened at your house last night.
Person1: Why didn't you do something?
Person2: I don't know.
Person1: So, let me get this straight. You came over to our house late last night and he forced intercourse on you.
Person2: Well... not exactly.
Person1: He made you give him a blow job.
Person2: No.
Person1: Well what then?",1,0,300,405,404,1,0.5116980075836182,Denial,Over-responsibility
309,"Person1: Yes. How did you know it was me?
Person2: Lotte called me.
Person1: Oh, so the bitch escaped.
Person2: Apparently you can control this Malkovich fellow now.
Person1: I'm getting better all the time.
Person2: I'll say you are. Let's do it on his kitchen table, then make him eat an omelette off of it.
Person1: No... damn... you...  Oh shut up, you overrated sack of shit.",0,0,300,338,337,1,0.5094490051269531,,
310,"Person1: Courtney, you're going to have the peanut butter soup with smoked duck and mashed squash. New York magazine called it a 'playful but mysterious little dish."" You'll love it. And then...the red snapper with violets and pine nuts. I think that'll follow nicely.
Person2: Mmmm...thanks, Patrick.",0,0,300,303,302,1,0.61275315284729,,
311,"Person1: Me.  I am.
Person2: That's right.
Person1: Burning me.  It's burning my eye.
Person2: I have the gun.
Person1: Yes.
Person2: Remember that.
Person1: Please...",1,1,300,286,285,1,0.6127719879150391,Intimidation,Dependency
312,"Person1: Mr. Caiman, you're married.
Person2: And you're beautiful...
Person1: Mr. Caiman...
Person2: Call me Charlie.
Person1: Mr. Caiman, I've been doing extra research for you after hours and weekends for nearly a year. And I've never asked for anything but this job is really important to me. I'm too old to be an assistant anymore. I need to know this job is going someplace.
Person2: So have dinner with me tonight.
Person1: I can't.
Person2: It's your choice.",1,1,300,349,348,1,0.5112638473510742,"Intimidation,Persuasion or Seduction",Dependency
313,"Person1: The arrangement is over!
Person2: No kidding. NO KIDDING!
Person1: And I still get my money. I need some cash right now. You can't just put me in the street.
Person2: I'll get your cash. You haven't been straight with me ever since I met you! You never loved me in the first place!  I need eyes in the back of my head with you, you bitch!",1,1,300,325,324,1,1.2319748401641846,"Shaming or Belittlement,Accusation",
314,"Person1: Drink up, Charley. We're ahead of you.
Person2: I'm not thirsty.
Person1: After what we been hearing about your brother, I thought your throat'd be kind of dry.
Person2: So they're walking along and smiling. That doesn't mean he's going to talk. There's no evidence until he gives public testimony.
Person1: Thanks for the legal advice, Charley. That's what we always kept you around for.  Now how do we keep him from giving this testimony? Isn't that the er as you put it main order of business?
Person2: He was always a good kid. You know that.",1,1,300,365,364,1,0.6962637901306152,,
315,"Person1: My dad's always here running the store, busy and stuff...and I fill in once a week so he can get a night off.
Person2: That's nice.
Person1: So you're going to Michigan?
Person2: Yeah, well my parents wanted me to go to Northwestern.  I didn't want to write all those extra essays they make you do -- I mean, how am I supposed to know what my ""most emotionally significant moment"" was?  So when my U of M acceptance came in December, I said the hell with it.
Person1: Onions?
Person2: What?
Person1: You want onions?
Person2: Oh, yeah.  So what're you gonna major in?
Person1: Well, State's got a good business school.  And I can probably walk onto the lacrosse team.  Green peppers?
Person2: Yeah.  So wow, you've got it figured out.
Person1: Well, I mean, business is okay, and lacrosse is awesome, but what am I gonna be, a pro lacrosse player?  I really have no idea.
Person2: Oh thank God, I thought I was the only one.
Person1: Well, you're not.  Oil and vinegar?
Person2: Yeah.  You know, people are always like, ""What're you gonna major in?"" And I don't know.  And they're like, ""You'll figure it out.""  Yeah?  When?
Person1: I know.  Salt and pepper?
Person2: Sure.",0,0,300,553,552,1,0.4244868755340576,,
316,"Person1: I don't know if we have any younger man more respected in our operation than you.
Person2: Just tell me what's really going on.  I think we know each other well enough for me to expect that.
Person1: We know each other well enough for me to care how I put something to you which could wipe you out. So I will phrase things the way I think they should be phrased.  All right?
Person2: Wipe me out?",1,1,300,333,332,1,0.6124110221862793,Intimidation,
317,"Person1: He told you he's failing in love with you? I've never known him to say those words before.
Person2: Really? I thought he said it all the time.
Person1: That's not his style. one thing I can say about Valmont. He always speaks the truth.",0,0,300,295,294,1,0.41062474250793457,,
318,"Person1: There's more!
Person2: I think that's it.
Person1: There's more! There's a couple stuck in there. I know there's more.
Person2: God, I'm telling you, they're out!
Person1: Come on, damn it. Don't get so defensive. It could be stuck in your hair, you know.",1,0,300,304,303,1,0.9191081523895264,,
319,"Person1: Your fear of him was real.  That's all the ghost anyone needs.
Person2: How could you do this to people?",1,1,300,264,263,1,0.508181095123291,Accusation,Over-responsibility
320,"Person1: Thank you.  It's not important.
Person2: After I saw what Simone did with the role -- you know I fired all my people, went into rehab, took acting classes, changed my whole look.  She really inspired me.",0,0,300,286,285,1,0.4093449115753174,,
321,"Person1: Someone will follow. When you come to the lock, he will tell you how to go on the other side. Jessica may go with you as far as the lock.
Person2: No. Jessica goes back now. Take her back.  Now! Go on back. Back outside, Jessica.",0,0,300,298,297,1,0.40865588188171387,,
322,"Person1: You don't listen very good.  This break in -- I can call it a felony -- three strikes, and you got about sixteen strikes already, and you're in jail for the rest of your life, no parole.  Or I could see it gets forgotten.
Person2: You get me out first.
Person1: Doesn't work that way.  You had your chance, now forget it...",0,1,300,317,316,1,0.5107378959655762,,
323,"Person1: Emma, did you ever find out about the surprise party I planned for you?
Person2: Surprise party? That doesn't ring any bells. Are you sure it happened?
Person1: Positive. I invited your friends and organized it last Saturday.
Person2: I'm really drawing a blank here, Alex. Are you sure it wasn't someone else?
Person1: Well, now that you mention it, maybe there was a mix-up.
Person2: Oh, I thought you knew; I never intended to hide anything.
Person1: I must have misunderstood.",0,0,300,350,349,1,0.5111339092254639,,
324,"Person1: Let's not get into this again. I know him.  If you said something, he'd take it out on me.
Person2: And I'd take it out on him.
Person1: And I'd end up a widow in two ways.  Let's forget it.  I'll just be a little more careful next time.
Person2: There isn't gonna be a next time. We're gonna get out of here.",0,0,300,320,319,1,0.7172200679779053,,
325,"Person1: I mean we can still... whatever... Maybe I should get a towel?
Person2: No. No, I'm fine. Maybe I should go. I mean... I don't want our first time to be like this.
Person1: Frida, wait. Don't go. We can just sleep. I just want to wake up with you.",1,0,300,307,306,1,0.5091421604156494,,
326,"Person1: Yes... the Beautiful Carlotta... the Sad Carlotta...
Person2: What does a big old wooden house on the corner of Eddy and Gough Street have to do with her?
Person1: It was hers. It was built for her. Many years ago.
Person2: By whom?
Person1: By... no... the name I do not remember. A rich man, a powerful man.  It is not an unusual story. She came from somewhere small, to the south of the city... some say from a mission settlement... young, yes; very young.  And she was found singing and dancing in a cabaret by the man... wait... wait... Ives! His name was Ives!  Yes. And he took her and built for her this great house in the Western Addition... and there was a child. Yes. This was it. The child.",0,0,300,420,419,1,0.41004419326782227,,
327,"Person1: You're in pain.
Person2: I need your help.
Person1: They told me, you might try to talk me into something... You need to rest Mr. Parker... It's for your own good.  I've been following your story for a long while.  It's a beautiful thing you did.
Person2: You ever lose somebody Stephanie?
Person1: Mr. Parker, I'm supposed to give you your fish sticks.",1,0,300,324,323,1,0.6121530532836914,Persuasion or Seduction,
328,"Person1: Here's how it works. You ask me questions. I tell you if you're wrong.
Person2: Okay.  Lowell?
Person1: Yeah?
Person2: You're sure you want to do this?
Person1: Why?
Person2: Hey, it doesn't work? You've burned your bridges, man.
Person1: You ready...?
Person2: Okay... About this whistle-blower... Did Mike and Don go along with the corporate decision?",0,0,300,329,328,1,0.6110949516296387,,
329,"Person1: Poster-Kleiser.
Person2: Oh yeah?
Person1: That's right.
Person2: I'll call you.
Person1: Fine.
Person2: See you later.
Person1: Anyway, you're crazy.",0,0,300,282,281,1,0.4116990566253662,,
330,"Person1: You're one of Stravanavitch's men.
Person2: So, you study world events, little one. That's good for a girl your age.
Person1: Yeah, I study world events. Five thousand Turkienistan Muslims were slaughtered in Stravanvitch's cleansings... along with 15 American school kids. You know hQw I studied that. I went to their funerals with my dad. I met their parents.
Person2: Smart for your age, eh? Top of your class? Tell me, do you know what the word propaganda means?
Person1: Yeah. Do you know what the word asshole means.",0,0,300,370,369,1,0.8169279098510742,,
331,"Person1: Darling, I just heard.  You poor sausage, are you all right?
Person2: I'm fine.  I got hot.
Person1: Lady H said she thought you might be -
Person2: I'm not pregnant.  I'm hot.  I'm too hot.
Person1: Right.
Person2: Aren't you?
Person1: Sweltering.  Come on, I'll take you home.
Person2: Can't we really go home?  I can't breathe. Aren't you dying for green, anything green, or rain, wouldn't you die to feel rain on your face? It's Christmas and it's all - I don't know - if you asked me I'd go home tomorrow.  If you wanted.
Person1: Sweetheart, you know we can't go home, there might be a war.
Person2: Geoffrey, you do so love putting on a disguise.
Person1: I do so love you.  What do you smell of?
Person2: What?
Person1: Marzipan!  I think you've got marzipan in your hair.  No wonder you're homesick.",1,0,300,462,461,1,2.455580949783325,Persuasion or Seduction,
332,"Person1: Whaddaya mean they didn't reduce the bail?  If they didn't reduce it, how'dja spring me?
Person2: I took a loan on my car and my computer.
Person1: You whaaaaaat?  You paid it?  You gave a bondsman ten percent?
Person2: I was inspired by the hero, how he stuck his neck out for others, how he took a chance...
Person1: That fake inspired you to loan a guy who's been fired off his job twenty-five hundred goddamn dollars? A guy you say is probably gonna do time!  You're s'posed to be an attorney for Chrissake!  You're s'posed to have good judgment!
Person2: Well, as you like to point out, Mister LaPlante, I'm relatively inexperienced.  My naivete may have worked to your benefit in this instance.",0,1,300,417,416,1,0.7161300182342529,,
333,"Person1: Oh! Mr. Igor! -- I'm so glad you're here -- I don't know why I should be, but I was a little bit afraid.
Person2: Oh! So, my little friend, you have honored me by accepting my invitation of last night.
Person1: No -- I -- wanted to speak to Ralph. We had a silly argument last night and I said something unkind.
Person2: Oh, you children, you happy children. You've quarreled and now you're going to be friends again. And that is as it should be. Never let any stupid misunderstandings come between you.
Person1: But it was really my fault.
Person2: And he will probably demand the life of anyone who agrees with you. Let him think it was his fault ... He should be along very shortly .. . But be very stern before you forgive him, especially if it is your fault  ...  While you're waiting for your friend, would you like to see some new figures I have downstairs?
Person1: I'd love to.",1,0,300,447,446,1,0.5086300373077393,,
334,"Person1: LAX. Go to the Pan Am desk. There will be a ticket waiting for you.
Person2: Where am I going?
Person1: Rio. Flight 306. Departs at eleven PM.
Person2: They serve dinner on the flight?
Person1: It'll be a first class-ticket. I'm sure you'll enjoy the ride. I would recommend staying down there at least a year, Mr. Nugent.
Person2: You've certainly thought this out, haven't you?
Person1: I am not someone who leaves a great deal to chance, Mr. Nugent.
Person2: You sure those doors will be open?
Person1: Yes. All you provide are the gloves, the passport, and the aim. I'll take care of everything else.
Person2: The gun, the money, the tickets, and the dying.
Person1: That's right.
Person2: You sure got the hard part.
Person1: What do you say, Mr. Nugent? You'll be doing me and my family a great service.",0,1,300,448,447,1,0.6123220920562744,,
335,"Person1: Jen?  Are you all right?
Person2: She'll be dead if you don't put your ass in that chair!",1,1,300,263,262,1,1.0226800441741943,Intimidation,
336,"Person1: A murder.
Person2: You better have a warrant.  That's my notebook, you've got no right to be sticking your fingers into it.
Person1: I've got a morgue filling up with bodies.  That's my right.
Person2: What do you want from me?
Person1: Well, the man of the hour that we all would like to talk to about now has apparently skipped town.  And all of a sudden the Smithsonian's ambulence chaser is an expert on missing persons.",0,1,300,340,339,1,0.6121459007263184,,
337,"Person1: Come here.
Person2: I'm not that kind of girl.
Person1: Then why are you here?
Person2: Curiosity.
Person1: Remember the cat.",0,1,300,273,272,1,0.44152307510375977,,
338,"Person1: I think I'll go to bed.
Person2: Oh. Well, goodnight.
Person1: Won't you unzip my dress?
Person2: I'd rather not, Mrs. Robinson.
Person1: If you still think I'm trying to seduce you --
Person2: No, I don't. But I just feel a little funny.
Person1: Benjamin -- you've known me all your life.
Person2: I know that. But I'm --
Person1: Come on.",1,1,300,334,333,1,0.47757577896118164,Persuasion or Seduction,
339,"Person1: Of course I like women... I LOVE 'em.
Person2: You don't love ME.
Person1: No... right... this is RAPE... Mark you, I'm not saying I couldn't get to like you... in fact... well, to be quite honest, I prefer it when there's some sort of mutual feeling between two people...
Person2: What -- rape?
Person1: No. It isn't rape then, is it?
Person2: Oh, get it over with.
Person1: I don't suppose... no...
Person2: What?
Person1: I don't suppose you... you DO like me at all?
Person2: What d'you expect? You come in here, burn my village, kill my family and try to rape me...",1,1,300,392,391,1,0.5098330974578857,Accusation,
340,"Person1: I'm glad to hear that Zoe's okay.
Person2: Are you still in touch?
Person1: Not really.  The last time I saw her was at that clinic.  That was a long time ago.
Person2: Which one?
Person1: Which one?
Person2: Which clinic?
Person1: I don't remember the name.  It was near a beach.
Person2: Sunnyridge.  That was a long time",0,0,300,329,328,1,0.7145159244537354,,
341,"Person1: Without you, my dearest, I might have died without ever knowing love. Inexpressible love!  God of nature! Bitterness than which nothing is sweeter, sweetness than which nothing is more bitter.  Divine monster which can only be defined by paradoxes.
Person2: Let me give a thousand kisses to that heavenly mouth which has told me that I am happy.
Person1: As soon as I saw you loved me, I was pleased, and I gave you every opportunity to fall more in love with me, being certain that, for my part, I would never love you.  But after our first kiss, I found that I had no power over myself.  I did not know that one kiss could matter so much.
Person2: We then spent an hour in the most eloquent silence except that, from time to time, her ladyship cried out",0,0,300,416,415,1,0.6721882820129395,,
342,"Person1: I don't really remember that.
Person2: Yes you do. We were calling you Gay Boy and you got so mad....
Person1: Yes, yes, right.",0,1,300,272,271,1,0.5521979331970215,,
343,"Person1: My lady VIOLA.
Person2: Lord Wessex. You have been waiting.
Person1: I am aware of it, but it is beauty's privilege.
Person2: You flatter, my lord.
Person1: No. I have spoken to the Queen.  Her majesty's consent is requisite when a Wessex takes a wife, and once gained, her consent is her command.
Person2: Do you intend to marry, my lord?
Person1: Your father should keep you better informed. He has bought me for you. He returns from his estates to see us married two weeks from Saturday.  You are allowed to show your pleasure.
Person2: I do not love you, my lord.
Person1: How your mind hops about! Your father was a shopkeeper, your children will bear arms, and I will recover my fortune. That is the only matter under discussion today. You will like Virginia.
Person2: Virginia?!
Person1: Why, yes! My fortune lies in my plantations. The tobacco weed. I need four thousand pounds to fit out a ship and put my investments to work--I fancy tobacco has a future. We will not stay there long, three or four years . . .
Person2: But why me?
Person1: It was your eyes. No, your lips.",0,1,300,509,508,1,0.5099358558654785,,
